,Name,Street,City,State,ZIP Code
30,Green River Community College,12401 SE 320th St,Auburn,WA,98092-3622
31,Greene County Career and Technology Center,60 Zimmerman Drive,Waynesburg,PA,15370-8281
32,Greene County Vocational School District,532 Innovation Drive,Xenia,OH,45385-9545
33,Greenfield Community College,One College Dr,Greenfield,MA,01301-9739
34,Greensboro College,815 W Market St,Greensboro,NC,27401-1875
35,Greenville College,315 E. College Ave,Greenville,IL,62246
36,Greenville Technical College,738 S Pleasantburg Dr,Greenville,SC,29607-2418
37,Grinnell College,1121 Park Street,Grinnell,IA,50112-1690
38,Grossmont College,8800 Grossmont College Dr,El Cajon,CA,92020-1799
39,Grossmont-Cuyamaca Community College District,8800 Grossmont College Dr,El Cajon,CA,92020-1799
40,Grove City College,100 Campus Dr,Grove City,PA,16127-2104
41,Guam Community College,1 Sesame Street,Mangilao,GU,96913
42,Guilford College,5800 W Friendly Avenue,Greensboro,NC,27410-4108
43,Guilford Technical Community College,601 E. Main Street,Jamestown,NC,27282
44,Gulf Coast State College,5230 West U.S. Highway 98,Panama City,FL,32401
45,Gupton Jones College of Funeral Service,5141 Snapfinger Woods Dr,Decatur,GA,30035-4022
46,Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,CA,94403
47,Gustavus Adolphus College,800 West College Avenue,Saint Peter,MN,56082-1498
48,GUTI The Premier Beauty & Wellness Academy,"4212 Cortez Rd, West",Bradenton,FL,34210
49,Guy's Shreveport Academy of Cosmetology Inc,1141 Shreveport Barksdale Highway,Shreveport,LA,71105
50,Gwinnett College-Lilburn,4230 Hwy 29 Ste 11,Lilburn,GA,30047-3447
51,Gwinnett College-Sandy Springs,6690 Roswell Road NE Ste. 2200,Sandy Springs,GA,30328
52,Gwinnett Technical College,5150 Sugarloaf Parkway,Lawrenceville,GA,30043-5702
53,Gwynedd Mercy University,1325 Sumneytown Pike,Gwynedd Valley,PA,19437-0901
54,H Councill Trenholm State Technical College,1225 Air Base Blvd,Montgomery,AL,36108-3199
55,Hacienda La Puente Adult Education,14101 E. Nelson Ave,La Puente,CA,91746-0002
56,HackensackUMC Mountainside School of Nursing,1 Bay Ave,Montclair,NJ,07042-4837
57,Hagerstown Community College,11400 Robinwood Dr,Hagerstown,MD,21742-6514
58,Hair Academy,3150 McGehee Road,Montgomery,AL,36111-2201
59,Hair Academy 110,110 N Franklin,Kirksville,MO,63501
60,Hair Academy II,"Iverson Mall, 3705 Branch Avenue, Lower Level",Hillcrest Heights,MD,20748-1401
61,Hair Academy Inc-New Carrollton,8435 Old Annapolis Rd,New Carrollton,MD,20784
62,Hair Academy of Safford,1550 West Thatcher Blvd,Safford,AZ,85546
63,Hair Arts Academy,1681 N. College Ave,Bloomington,IN,47404
64,Hair California Beauty Academy,1110 N Tustin St,Orange,CA,92867
65,Hair Design Institute,552 E Woolbright Rd,Boynton Beach,FL,33435
66,Hair Design Institute,2289 E Semoran Blvd,Apopka,FL,32703
67,Hair Design Institute at Fifth Avenue-Brooklyn,375 86th Street,Brooklyn,NY,11209
68,Hair Design Institute at Fifth Avenue-New York,"500 8th Ave., 8th Floor",New York,NY,10018
69,Hair Dynamics Education Center,6464 S College,Fort Collins,CO,80525
70,Hair Expressions Academy,12450 Parklawn Dr 2nd fl,Rockville,MD,20852
71,Hair Fashions By Kaye Beauty College-Indianapolis,6346 E 82nd St,Indianapolis,IN,46250
72,Hair Fashions By Kaye Beauty College-Noblesville,1111 S 10th St,Noblesville,IN,46060-0000
73,Hair Professionals Academy of Cosmetology,825 B6 Village Quarter Road,West Dundee,IL,60118
74,Hair Professionals Career College,2245 Gateway Drive,Sycamore,IL,60178
75,Hair Professionals Career College,10321 S Roberts Rd,Palos Hills,IL,60465
76,Hair Professionals School of Cosmetology,5460 U.S. Highway 34,Oswego,IL,60543
77,Hairitage Hair Academy,1487 S Silicon Way Ste #A3,Saint George,UT,84770-0000
78,Hairmasters Institute of Cosmetology,506 S McClun St,Bloomington,IL,61701
79,Halifax Community College,100 College Drive,Weldon,NC,27890
80,Hallmark Institute of Photography,241 Millers Falls Rd,Turners Falls,MA,01376-0308
81,Hallmark University,10401 IH 10 W,San Antonio,TX,78230-1736
82,Hamilton College,198 College Hill Rd,Clinton,NY,13323
83,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,2755 State Highway 67,Johnstown,NY,12095
84,Hamilton Technical College,1011 E 53rd St,Davenport,IA,52807
85,Hamline University,1536 Hewitt Avenue,Saint Paul,MN,55104-1284
86,Hampden-Sydney College,College Road,Hampden-Sydney,VA,23943-0128
87,Hampshire College,893 West St,Amherst,MA,01002-5001
88,Hampton University,200 William R. Harvey Way,Hampton,VA,23668-0099
89,Hamrick School,1156 Medina Rd,Medina,OH,44256
90,Hands on Therapy,1804 N Galloway Ave,Mesquite,TX,75149
91,Hannah E Mullins School of Practical Nursing,"230 North Lincoln Avenue, Suite 3",Salem,OH,44460-2906
92,Hanover College,517 Ball Drive,Hanover,IN,47243
93,Hanover Public School District Practical Nursing Program,403 Moul Ave,Hanover,PA,17331
94,Hardin-Simmons University,2200 Hickory,Abilene,TX,79698-0001
95,Harford Community College,401 Thomas Run Rd,Bel Air,MD,21015-1698
96,Harmon's Beauty School,7760 Landover Road,Landover,MD,20785-2135
97,Harmony Path School of Massage Therapy,20800 Center Ridge Rd Ste 107,Rocky River,OH,44116-4307
98,Harrington College of Design,200 W. Madison,Chicago,IL,60606
99,Harris School of Business-Cherry Hill Campus,"One Cherry Hill, One Mall Drive Ste.700",Cherry Hill,NJ,08002
0,Harris School of Business-Dover Campus,97 Commerce Way Ste 105,Dover,DE,19901
1,Harris School of Business-Hamilton Campus,3620 Quakerbridge Rd,Hamilton,NJ,08619
2,Harris School of Business-Linwood Campus,"1201 New Road, Ste 226",Linwood,NJ,08221
3,Harris School of Business-Upper Darby Campus,20 South 69th St.,Upper Darby,PA,19082
4,Harris School of Business-Voorhees Campus,401 White Horse Rd.,Voorhees,NJ,08043
5,Harris School of Business-Wilmington Campus,"1413 Foulk Road, Suite 100",Wilmington,DE,19803
6,Harris-Stowe State University,3026 Laclede Ave,Saint Louis,MO,63103-2136
7,Harrisburg Area Community College-Harrisburg,1 HACC Dr.,Harrisburg,PA,17110-2999
8,Harrisburg University of Science and Technology,326 Market Street,Harrisburg,PA,17101-2208
9,Harrison College-Grove City,3880 Jackpot Rd,Grove City,OH,43123
10,Harrison College-Indianapolis,550 East Washington Street,Indianapolis,IN,46204-2611
11,Harrison College-Morrisville,2001 Carrington Mill Boulevard,Morrisville,NC,27560-0000
12,Hartford Seminary,77 Sherman Street,Hartford,CT,06105-2260
13,Hartnell College,411 Central Avenue,Salinas,CA,93901
14,Hartwick College,One Hartwick Drive,Oneonta,NY,13820-4020
15,Harvard University,Massachusetts Hall,Cambridge,MA,02138
16,Harvey Mudd College,301 Platt Blvd.,Claremont,CA,91711
17,Haskell Indian Nations University,155 Indian Ave,Lawrence,KS,66046-4800
18,Hastings Beauty School,221 Second Street East,Hastings,MN,55033
19,Hastings College,710 N Turner Ave,Hastings,NE,68901
20,Haverford College,370 Lancaster Ave,Haverford,PA,19041-1392
21,Hawaii Community College,200 W. Kawili Street,Hilo,HI,96720-4091
22,Hawaii Institute of Hair Design,1128 Nuuanu Avenue,Honolulu,HI,96817-5195
23,Hawaii Medical College,1221 Kapiolani Boulevard Ste. 644,Honolulu,HI,96814-3518
24,Hawaii Pacific University,1 Aloha Tower Drive,Honolulu,HI,96813
25,Hawkeye Community College,1501 E Orange Rd,Waterloo,IA,50701
26,Hays Academy of Hair Design,1214 East 27th Street,Hays,KS,67601
27,Hays Academy of Hair Design,115 South 5th Street,Salina,KS,67401-0000
28,Haywood Community College,185 Freedlander Drive,Clyde,NC,28721-9901
29,Hazard Community and Technical College,One Community College Drive,Hazard,KY,41701-2402
30,Hazelden Graduate School of Addiction Studies,15251 Pleasant Valley Rd,Center City,MN,55012-0011
31,Headlines Academy Inc,333 Omaha St. Suite 6 & 7,Rapid City,SD,57701
32,Headmasters School of Hair Design,602 Main St,Lewiston,ID,83501
33,Headquarters Academy of Hair Design Inc,108 S Main St,Minot,ND,58701-3914
34,Heads West Kentucky Beauty College,Briarwood Shopping Ctr,Madisonville,KY,42431
35,Heald College-Concord,5130 Commercial Circle,Concord,CA,94520-0522
36,Heald College-Fresno,255 W Bullard,Fresno,CA,93704
37,Heald College-Hayward,25500 Industrial Blvd.,Hayward,CA,94545
38,Heald College-Honolulu,1500 Kapiolani Blvd,Honolulu,HI,96814
39,Heald College-Modesto,5260 Pirrone Ct,Salida,CA,95367
40,Heald College-Portland,6035 NE 78th Ct,Portland,OR,97218-2852
41,Heald College-Rancho Cordova,2910 Prospect Park Dr,Rancho Cordova,CA,95670
42,Heald College-Roseville,Seven Sierra Gate Plaza,Roseville,CA,95678
43,Heald College-Salinas,1450 N Main St,Salinas,CA,93906
44,Heald College-San Francisco,875 Howard Street Suite 100,San Francisco,CA,94103
45,Heald College-San Jose,341 Great Mall Pky,Milpitas,CA,95035-8008
46,Heald College-Stockton,1605 E March Ln,Stockton,CA,95210
47,Healing Arts Center,"10073 Manchester Road, Suite 100",St. Louis,MO,63122
48,Healing Arts Institute,4007 Automation Way,Fort Collins,CO,80525-3479
49,Healing Arts Institute,340 Three Meadows Dr,Perrysburg,OH,43551
50,Healing Hands School of Holistic Health,125 W Mission Ave Ste 212,Escondido,CA,92025
51,Healing Mountain Massage School,"363 South 500 East, Suite 210",Salt Lake City,UT,84102-4002
52,Healing Touch Career College,4700 Hardy St. Ste H-1,Hattiesburg,MS,39402
53,Health And Style Institute,1114 Eastchester Dr,High Point,NC,27265
54,Health Works Institute,407 West Main Street,Bozeman,MT,59715
55,Healthcare Preparatory Institute,5831 West Craig Road Suite 102,Las Vegas,NV,89130-2580
56,Healthcare Training Institute,2500 Williams Boulevard,Kenner,LA,70062-7630
57,Healthcare Training Institute,1969 Morris Ave,Union,NJ,07083
58,Heartland Community College,1500 West Raab Road,Normal,IL,61761-9446
59,Hebrew College,160 Herrick Road,Newton Centre,MA,02459-2237
60,Hebrew Theological College,7135 N Carpenter Rd,Skokie,IL,60077
61,Hebrew Union College-Jewish Institute of Religion,One W 4th St,New York,NY,10012-1186
62,Heidelberg University,310 E Market St,Tiffin,OH,44883-2462
63,Helena College University of Montana,1115 N Roberts Street,Helena,MT,59601
64,Helene Fuld College of Nursing,24 East 120th Street,New York,NY,10035-2737
65,Helms Career Institute,3076 Riverside Dr. Suite 700,Macon,GA,31210
66,Helms College,5171 Eisenhower Parkway,Macon,GA,31206-5309
67,Henderson Community College,2660 S Green St,Henderson,KY,42420-4699
68,Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001
69,Hendrix College,1600 Washington Ave,Conway,AR,72032-3080
70,Hennepin Technical College,9000 Brooklyn Blvd,Brooklyn Park,MN,55445
71,Henrico County-Saint Marys Hospital School of Practical Nursing,7850 Carousel Lane,Henrico,VA,23294
72,Henris School of Hair Design,276 Water St,Fitchburg,MA,01420-5675
73,Henry Ford Community College,5101 Evergreen Rd,Dearborn,MI,48128-1495
74,Heritage Bible College,494 Antioch Church Road,Dunn,NC,28334
75,Heritage Christian University,3625 Helton Dr,Florence,AL,35630-9977
76,Heritage College-Cleveland,18780 East Bagley Road-Suite 300,Middleburg Heights,OH,44130-3304
77,Heritage College-Columbus,"150 Taylor Station Road, Suite 200",Columbus,OH,43213
78,Heritage College-Denver,12 Lakeside Lane,Denver,CO,80212
79,Heritage College-Kansas City,1200 East 104th Street,Kansas City,MO,64131
80,Heritage College-Little Rock,1309 Old Forge Drive,Little Rock,AR,72227
81,Heritage College-Oklahoma City,7202 S. I-35 Service Road,Oklahoma City,OK,73149
82,Heritage College-Wichita,2800 S Rock Rd,Wichita,KS,67210
83,Heritage Institute-Ft Myers,"6630 Orion Drive, Suite 200",Fort Myers,FL,33912
84,Heritage Institute-Jacksonville,"4130 Salibury Road North, Suite 1100",Jacksonville,FL,32216
85,Heritage University,3240 Fort Rd,Toppenish,WA,98948
86,Herkimer County BOCES-Practical Nursing Program,77 E. North St.,Ilion,NY,13357
87,Herkimer County Community College,100 Reservoir Rd,Herkimer,NY,13350-1598
88,Herzing University-Atlanta,"3393 Peachtree Road, Suite 1003",Atlanta,GA,30326
89,Herzing University-Birmingham,280 West Valley Ave,Birmingham,AL,35209
90,Herzing University-Brookfield,15895 W Bluemound Rd,Brookfield,WI,53005
91,Herzing University-Kenner,2500 Williams Blvd,Kenner,LA,70062
92,Herzing University-Kenosha,4006 Washington Rd,Kenosha,WI,53144
93,Herzing University-Madison,5218 E. Terrace Dr.,Madison,WI,53718
94,Herzing University-Minneapolis,5700 W Broadway,Minneapolis,MN,55428-3548
95,Herzing University-Toledo,5212 Hill Ave,Toledo,OH,43615
96,Herzing University-Winter Park,1865 SR 436,Winter Park,FL,32792
97,Hesston College,301 South Main,Hesston,KS,67062-2093
98,Hibbing Community College,1515 East 25th Street,Hibbing,MN,55746
99,Hickey College,940 Westport Plaza,Saint Louis,MO,63146
0,High Plains Technology Center,3921 34th St,Woodward,OK,73801
1,High Point University,833 Montlieu Ave,High Point,NC,27262-3598
2,Highland Community College,606 W Main,Highland,KS,66035-4165
3,Highland Community College,2998 W Pearl City Rd,Freeport,IL,61032-9341
4,Highlands College of Montana Tech,25 Basin Creek Rd,Butte,MT,59701
5,Highline College,2400 S 240th St,Des Moines,WA,98198-9800
6,Hilbert College,5200 S Park Ave,Hamburg,NY,14075-1597
7,Hill College,112 Lamar Dr,Hillsboro,TX,76645
8,Hillsborough Community College,39 Columbia Drive,Tampa,FL,33606-3584
9,Hillsdale Beauty College,64 Waldron St,Hillsdale,MI,49242
10,Hillsdale College,33 E College St,Hillsdale,MI,49242
11,Hillsdale Free Will Baptist College,3701 S I-35 Frontage Road,Moore,OK,73160
12,Hilltop Beauty School,6317 Mission St,Daly City,CA,94014
13,Hillyard Technical Center,3434 Faraon St,Saint Joseph,MO,64506-5102
14,Hinds Community College,608 Hinds Boulevard,Raymond,MS,39154
15,Hinton Barber College,1800 Springs Rd,Vallejo,CA,94591
16,Hiram College,Hinsdale Hall Third Floor,Hiram,OH,44234-0067
17,Hispanic American College,Carreta 189 km 6.0 Rincon Industrial Park,Gurabo,PR,00778
18,Hiwassee College,225 Hiwassee College Drive,Madisonville,TN,37354-4001
19,Hobart Institute of Welding Technology,400 Trade Square East,Troy,OH,45373-2400
20,Hobart William Smith Colleges,337 Pulteney Street,Geneva,NY,14456
21,Hobe Sound Bible College,11298 SE Gomez Ave,Hobe Sound,FL,33455-1065
22,Hocking College,3301 Hocking Parkway,Nelsonville,OH,45764
23,Hodges University,2655 Northbrooke Drive,Naples,FL,34119-7932
24,Hofstra University,100 Hofstra University,Hempstead,NY,11549
25,Hohokus School of Trade and Technical Sciences,634 Market Street,Paterson,NJ,07513
26,Holistic Massage Training Institute,"1 East University Parkway, Suite 110",Baltimore,MD,21218-2407
27,Hollins University,7916 Williamson Rd NW,Roanoke,VA,24020
28,Hollywood Beauty College,1024 E March Ln,Stockton,CA,95210
29,Hollywood Cosmetology Center,1708 W Lindsey,Norman,OK,73069
30,Hollywood Institute of Beauty Careers,1440 79th St Causeway Ste 100,Miami Beach,FL,33141
31,Hollywood Institute of Beauty Careers,420 S. State Rd. 7,Hollywood,FL,33023
32,Hollywood Institute of Beauty Careers-Casselberry,1271 Semoran Boulevard,Casselberry,FL,32707-7103
33,Hollywood Institute of Beauty Careers-West Palm Beach,7587-7599 South Dixie Highway,West Palm Beach,FL,33405-4813
34,Holmes Community College,#1 Hill St,Goodman,MS,39079
35,Holy Apostles College and Seminary,33 Prospect Hill Road,Cromwell,CT,06416-2005
36,Holy Cross College,54515 State Road 933 North,Notre Dame,IN,46556-0308
37,Holy Family University,9801 Frankford Avenue,Philadelphia,PA,19114-2009
38,Holy Name Medical Center School of Nursing,690 Teaneck Rd,Teaneck,NJ,07666-4246
39,Holy Names University,3500 Mountain Blvd,Oakland,CA,94619-1699
40,Holyoke Community College,303 Homestead Ave,Holyoke,MA,01040
41,Homestead Schools,23800 Hawthorne Blvd. Ste 200,Torrance,CA,90505
42,Hondros College,4140 Executive Parkway,Westerville,OH,43081
43,Honolulu Community College,874 Dillingham Blvd,Honolulu,HI,96817-4505
44,Hood College,401 Rosemont Ave,Frederick,MD,21701
45,Hood Theological Seminary,1810 Lutheran Synod Drive,Salisbury,NC,28144
46,Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831-3199
47,Hopkinsville Community College,720 North Dr.,Hopkinsville,KY,42240
48,Horizon University,5331 Mt. Alifan Drive,San Diego,CA,92111-2622
49,Horry-Georgetown Technical College,2050 Highway 501 East,Conway,SC,29526
50,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901
51,Houghton College,1 Willard Ave,Houghton,NY,14744
52,Houghton Lake Institute of Cosmetology,5921 W Houghton Lake Dr,Houghton Lake,MI,48629-9702
53,Housatonic Community College,900 Lafayette Blvd,Bridgeport,CT,06604-4704
54,House of Heavilin Beauty College-Blue Springs,2000 SW State Route 7,Blue Springs,MO,64014
55,House of Heavilin Beauty College-Kansas City,5720 Troost,Kansas City,MO,64110-2826
56,House of Heavilin Beauty College-Raymore,800 W Foxwood Dr.,Raymore,MO,64083-9195
57,Houston Baptist University,7502 Fondren Rd,Houston,TX,77074-3298
58,Houston Community College,3100 Main Street,Houston,TX,77002
59,Houston Graduate School of Theology,4300-C West Bellfort,Houston,TX,77035-3602
60,Houston Training School-Gulfgate,6630 Gulf Fwy,Houston,TX,77087
61,Houston Training Schools-Gessner,3722 South Gessner,Houston,TX,77063-0000
62,Houston Training Schools-Southwest,7045 Southwest Freeway,Houston,TX,77074-2007
63,Howard College,1001 Birdwell Lane,Big Spring,TX,79720
64,Howard Community College,10901 Little Patuxent Pkwy,Columbia,MD,21044-3197
65,Howard Payne University,1000 Fisk St.,Brownwood,TX,76801-2794
66,Howell Cheney Technical High School,791 W. Middle Turnpike,Manchester,CT,06040
67,Hudson County Community College,70 Sip Avenue,Jersey City,NJ,07306
68,Hudson Valley Community College,80 Vandenburgh Ave,Troy,NY,12180
69,Huertas College,#41 Hector R Bunker St,Caguas,PR,00725
70,Hult International Business School,1 Education Street,Cambridge,MA,02141
71,Humboldt State University,1 Harpst Street,Arcata,CA,95521-8299
72,Humphreys College-Stockton and Modesto Campuses,6650 Inglewood Ave,Stockton,CA,95207-3896
73,Hunter Business School,3601 Hempstead Tpk Unit19,Levittown,NY,11756-1375
74,Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106-2148
